"F [GHz]","dB(S(Port1,Port1)) []","dB(S(Port1,Port2)) []","dB(S(Port1,Port3)) []"
11.2,-17.2788369193529,-4.3383766613245,-4.28613772149114
11.225,-17.1313686715128,-4.34955698663958,-4.29705749987692
11.25,-16.9874578499878,-4.3608974869213,-4.30814036391373
11.275,-16.8464385685371,-4.37239518919258,-4.31938372462086
11.3,-16.7076602355662,-4.38404768052886,-4.33078559603229
11.325,-16.570492826829,-4.39585307566266,-4.34234455905473
11.35,-16.4343325581874,-4.4078099757951,-4.35405971719365
11.375,-16.2986078258912,-4.41991741912566,-4.36593064575816
11.4,-16.1627852453948,-4.43217482601197,-4.37795733509206
11.425,-16.0263755808848,-4.44458193975473,-4.39014013168728
11.45,-15.8889393532664,-4.45713876689553,-4.40247967857811
11.475,-15.7500918778599,-4.4698455200693,-4.41497686080515
11.5,-15.6095075161655,-4.48270256868546,-4.42763275965277
11.525,-15.4669229092473,-4.49571040376487,-4.44044862435118
11.55,-15.3221390258627,-4.50886962519501,-4.45342586963541
11.575,-15.1750218649638,-4.52218096361077,-4.46656611405591
11.6,-15.0255017265761,-4.53564535376647,-4.47987127819211
11.625,-14.873571001368,-4.54926408417282,-4.49334377317954
11.65,-14.7192804732974,-4.56303906204049,-4.50698682580882
11.675,-14.5627341650976,-4.57697325414812,-4.52080501500697
11.7,-14.4040827540899,-4.5910714052963,-4.53480514317184
11.725,-14.2435155538911,-4.6053412064571,-4.54899765522186
11.75,-14.0812509703877,-4.61979521885507,-4.56339898135094
11.775,-13.917525196095,-4.63445411619382,-4.57803548903395
11.8,-13.7525787474664,-4.64935231119263,-4.59295032620112
11.825,-13.5866406359032,-4.66454803862756,-4.60821555297686
11.85,-13.4199121095628,-4.6801418759878,-4.62395381572255
11.875,-13.2525637175174,-4.69631037875295,-4.64037509332083
11.9,-13.0848170104881,-4.71335751659069,-4.65782152936174
11.925,-12.9174416114935,-4.73171103463653,-4.67670482606978
11.95,-12.7537727366845,-4.75129019518888,-4.69673397576731
11.975,-12.6024999870339,-4.7687955350446,-4.71478763287927
12,-12.4655406899403,-4.77841890051956,-4.7262333077633
12.025,-12.3245443802558,-4.78414271415939,-4.733065775403
12.05,-12.1733680544026,-4.79308001845314,-4.74156438230741
12.075,-12.0192186696497,-4.80515920824646,-4.75291089083359
12.1,-11.8663707085634,-4.81876297896145,-4.76598095971465
12.125,-11.7161631477825,-4.8330201772262,-4.7799341452853
12.15,-11.5689480849847,-4.84755733095506,-4.79434391051793
12.175,-11.4247980230069,-4.86221596536947,-4.80900405480242
12.2,-11.283702254111,-4.87692818953109,-4.82381399467691
12.225,-11.1456175219859,-4.89166692698635,-4.83872538765055
12.25,-11.0104794486102,-4.90642554875265,-4.85371775514554
12.275,-10.8782038383043,-4.92120916961112,-4.86878702887464
12.3,-10.7486858465532,-4.93603079164526,-4.88393997444631
12.325,-10.6217991618094,-4.95090956657745,-4.89919139424457
12.35,-10.4973957020329,-4.96587002460311,-4.91456269693407
12.375,-10.3753058799448,-4.980941756009,-4.93008115950336
12.4,-10.2553393831369,-4.99615930332115,-4.94577954817115
12.425,-10.137286415573,-5.01156214580889,-4.96169592110779
12.45,-10.0209193532941,-5.0271947147882,-4.97787352105242
12.475,-9.90599478977678,-5.04310640848507,-4.99436070326867
12.5,-9.79225594723867,-5.05935158953223,-5.01121087255591
12.525,-9.67943544343016,-5.07598955866938,-5.02848241171377
12.55,-9.56725838880305,-5.09308450430927,-5.04623859851089
12.575,-9.4554457889784,-5.11070543354735,-5.06454751258236
12.6,-9.34371821007312,-5.12892609728239,-5.08348194221209
12.625,-9.23179964332499,-5.14782492962338,-5.10311931156326
12.65,-9.11942148632695,-5.1674850329603,-5.12354165873987
12.675,-9.00632652971652,-5.18799425582095,-5.1448357111029
12.7,-8.89227280332994,-5.20944543262746,-5.16709312902614
12.725,-8.77703710058886,-5.23193688717754,-5.19041102167639
12.75,-8.66041795140577,-5.25557335149367,-5.2148928882772
12.775,-8.54223775435773,-5.28046752384595,-5.24065021453879
12.8,-8.42234369523136,-5.30674260077289,-5.26780506595071
12.825,-8.30060696463651,-5.33453627940396,-5.29649418543877
12.85,-8.17691962946563,-5.36400695186576,-5.32687533510743
12.875,-8.05118831989942,-5.39534308684881,-5.35913690271356
12.9,-7.9233237647165,-5.42877697043808,-5.39351198080842
12.925,-7.79322555710273,-5.46460348474732,-5.43029763198582
12.95,-7.66076378302356,-5.50320146215004,-5.46987687062962
12.975,-7.52576778951397,-5.54504319379941,-5.51272871803945
13,-7.38805999090071,-5.59063967956434,-5.55937292920725
13.025,-7.24764564008738,-5.64026906312391,-5.61009363993019
13.05,-7.10529293418474,-5.69316829824006,-5.66411443991913
13.075,-6.9636236829362,-5.74604050859502,-5.71807096353511
13.1,-6.82745551200362,-5.7926795389473,-5.76561653445628
13.125,-6.70044491002693,-5.82878427182016,-5.80233068914329
13.15,-6.58065553466889,-5.85792812195454,-5.83183330300045
13.175,-6.46305481900612,-5.88762196763557,-5.86178495259104
13.2,-6.34462890830197,-5.92227607036594,-5.89669240968026
13.225,-6.22501563039454,-5.96266966016046,-5.93735364959505
13.25,-6.10497838679082,-6.00817696393591,-5.98312764792566
13.275,-5.9854059177376,-6.05810607627162,-6.03330375953262
13.3,-5.86695275615043,-6.11211575863554,-6.08753141280106
13.325,-5.7499068057879,-6.17026186378311,-6.14587414733461
13.35,-5.63407686028738,-6.23285813635333,-6.20867845067871
13.375,-5.51874045849381,-6.30000631824534,-6.27610555720872
13.4,-5.40306798480861,-6.37053795671281,-6.34703418226322
13.425,-5.28771152227366,-6.44098117558382,-6.41788844466308
13.45,-5.17663708354313,-6.50745818193312,-6.4843790467702
13.475,-5.07462665676963,-6.57151014779797,-6.54770298343213
13.5,-4.97884076440845,-6.64031878819684,-6.61629002818171
13.525,-4.87623329512309,-6.71352418321459,-6.69252036870061
13.55,-4.76158403101436,-6.77858019219657,-6.76127667999843
13.575,-4.64732001481018,-6.829783374278,-6.8122846798132
13.6,-4.54344701653026,-6.87287579230875,-6.85288111118958
13.625,-4.45033299819784,-6.91385184559825,-6.89115674470687
13.65,-4.36549128154091,-6.95512872012461,-6.93002555637831
13.675,-4.28694187033449,-6.99708613423171,-6.96980316839228
13.7,-4.21350928082925,-7.03941357406229,-7.01005780948025
13.725,-4.14453696830584,-7.0816510018668,-7.05024873048715
13.75,-4.07965561408104,-7.12335476183085,-7.08989337299267
13.775,-4.01865024300001,-7.16413442843029,-7.12859461425711
13.8,-3.96138945728387,-7.20365085985064,-7.1660331675241
13.825,-3.90778813402511,-7.24160459035555,-7.20195500129216
13.85,-3.85778763072958,-7.27772309610716,-7.2361613211062
13.875,-3.81134522716577,-7.3117489148876,-7.26850236777284
13.9,-3.76842854828621,-7.34342868912,-7.29887465231367
13.925,-3.72901276097139,-7.37250286422152,-7.32722082362215
13.95,-3.6930793855676,-7.39869608265316,-7.35353109120652
13.975,-3.66061611341841,-7.42170908050122,-7.37784458335526
14,-3.63161730432651,-7.44121416582401,-7.40024803480984
14.025,-3.60608496716641,-7.45685815647515,-7.42086773719784
14.05,-3.58403002584864,-7.46827862091842,-7.43984916708641
14.075,-3.56547356776503,-7.47514013769533,-7.45731833038841
14.1,-3.55044757465544,-7.47719447827625,-7.47332206362793
14.125,-3.53899447957668,-7.47435896634635,-7.48775406284396
14.15,-3.53116502149854,-7.46679048082371,-7.50028919501837
14.175,-3.52701453702735,-7.45491682421803,-7.51036262856077
14.2,-3.52659893429498,-7.4393896452707,-7.51722626530933
14.225,-3.52997238409752,-7.42095571598727,-7.52008215687268
14.25,-3.53718831153126,-7.40029127248774,-7.51824623598094
14.275,-3.54830357889773,-7.37786887726663,-7.51127346229201
14.3,-3.56338410166893,-7.35390478171188,-7.49899920634242
14.325,-3.58250980083495,-7.32838699851479,-7.48150040015909
14.35,-3.60577772047258,-7.30114932945453,-7.459014153252
14.375,-3.63330332161926,-7.27195201908503,-7.43185420507216
14.4,-3.66522061947025,-7.24054495908852,-7.40034857378767
14.425,-3.70168188939616,-7.20670674336816,-7.36480358092153
14.45,-3.74285742682429,-7.17026326115198,-7.32548914783443
14.475,-3.78893558500783,-7.13109275642514,-7.28263752791648
14.5,-3.84012314183754,-7.08912356075719,-7.23644886683608
14.525,-3.8966459662898,-7.04432875329979,-7.187099272339
14.55,-3.9587499320132,-6.99672019898967,-7.13474904452382
14.575,-4.02670203561347,-6.94634315993462,-7.07955002208136
14.6,-4.1007916922787,-6.89327193987725,-7.02165174075425
14.625,-4.1813322074584,-6.83760664098304,-6.96120645788161
14.65,-4.26866244592586,-6.77947095371103,-6.8983732484836
14.675,-4.36314875673249,-6.719010855535,-6.83332141810968
14.7,-4.46518725639333,-6.65639411539044,-6.76623348568572
14.725,-4.57520664989614,-6.59181055257436,-6.69730798532834
14.75,-4.69367189294891,-6.52547307608963,-6.62676235248581
14.775,-4.82108920804144,-6.45761963783873,-6.55483621181716
14.8,-4.9580133380471,-6.38851638422429,-6.48179548690806
14.825,-5.10505857732282,-6.3184625193893,-6.40793794249705
14.85,-5.2629163213481,-6.24779774270812,-6.33360108665101
14.875,-5.43238410066368,-6.17691365866062,-6.25917386504005
14.9,-5.61441525344134,-6.10627131008892,-6.18511430303427
14.925,-5.81020624155405,-6.03642777034235,-6.11197602267628
14.95,-6.02135276082,-5.96807427327061,-6.04044619995798
14.975,-6.25012728803899,-5.90208098380021,-5.97139084784958
15,-6.49994064813964,-5.83950658911908,-5.90586990198277
