"F [GHz]","dB(S(Port1,Port1)) []","dB(S(Port1,Port2)) []","dB(S(Port1,Port3)) []"
11.3,-15.7641770773241,-4.14135314915016,-4.12497930524788
11.325,-15.6538409098697,-4.15227966733914,-4.12815651549309
11.35,-15.5492925088068,-4.16353224867168,-4.13100967759399
11.375,-15.4498941788725,-4.17509582690229,-4.13356775160043
11.4,-15.3550000585122,-4.18694728159147,-4.13587082891405
11.425,-15.2639581664313,-4.19905599713656,-4.13796927104791
11.45,-15.1761132165875,-4.2113849272034,-4.13992231666043
11.475,-15.0908102405998,-4.22389210138732,-4.14179623938017
11.5,-15.0073990143951,-4.23653246466515,-4.1436621865487
11.525,-14.9252392544697,-4.24925990677221,-4.14559386059821
11.55,-14.843706501339,-4.26202932648763,-4.14766521528204
11.575,-14.7621985555259,-4.27479858253874,-4.14994833137791
11.6,-14.680142284793,-4.28753021254491,-4.15251160812958
11.625,-14.5970005658944,-4.30019284461616,-4.15541837051746
11.65,-14.5122790797203,-4.3127622794335,-4.1587259532991
11.675,-14.4255326362602,-4.32522228087926,-4.16248528831781
11.7,-14.3363706770485,-4.33756517440796,-4.166741003211
11.725,-14.2444615825325,-4.34979242395388,-4.17153203989858
11.75,-14.149535407086,-4.36191544771425,-4.17689283340826
11.775,-14.0513846827311,-4.37395707241809,-4.18285516606816
11.8,-13.9498629997911,-4.38595426025094,-4.18945096586869
11.825,-13.8448813035318,-4.39796316886325,-4.19671661740824
11.85,-13.7364026024984,-4.4100683603059,-4.20469997975178
11.875,-13.6244383508777,-4.42239916713473,-4.21347269906455
11.9,-13.5090587317343,-4.43515710736255,-4.22315377189567
11.925,-13.3904614797325,-4.44865213549823,-4.23395895581583
11.95,-13.2692625576642,-4.46329083789604,-4.24631150698505
11.975,-13.1475452729962,-4.47914917092751,-4.26106408047737
12,-13.0313281450101,-4.49388153996698,-4.27945074035683
12.025,-12.9283123703673,-4.50170635872836,-4.29983331971638
12.05,-12.8349700976906,-4.5066672184521,-4.31257539531317
12.075,-12.7421400438012,-4.51437082139118,-4.31075960008076
12.1,-12.633622028965,-4.52022014559418,-4.30522675948161
12.125,-12.5096242253074,-4.52540045865788,-4.30679136414096
12.15,-12.380920286937,-4.53175279191951,-4.31426664677915
12.175,-12.2528108004449,-4.53922189245487,-4.32466304991097
12.2,-12.1268094375086,-4.54737476780326,-4.33640690881081
12.225,-12.0032632632803,-4.55589238458881,-4.34881084427221
12.25,-11.8822432148184,-4.56458269662788,-4.36156970593849
12.275,-11.7637713344719,-4.573333847261,-4.37453764977233
12.3,-11.6478655142797,-4.58208058645658,-4.38763833239947
12.325,-11.5345396678556,-4.59078522233343,-4.40082815721094
12.35,-11.4237954015874,-4.59942733383427,-4.4140806735406
12.375,-11.3156139841707,-4.60799825464921,-4.427379757192
12.4,-11.2099502917122,-4.61649812125836,-4.44071661214281
12.425,-11.1067286625658,-4.62493431452126,-4.45408850699011
12.45,-11.0058402811093,-4.6333206706034,-4.46749832284631
12.475,-10.907141741804,-4.64167711985272,-4.48095448565817
12.5,-10.8104545481532,-4.65002956236534,-4.49447107440483
12.525,-10.7155653905424,-4.65840986818351,-4.50806800067202
12.55,-10.6222271168427,-4.66685593603873,-4.52177120325491
12.575,-10.5301603601617,-4.67541176885314,-4.53561282772294
12.6,-10.4390558196279,-4.68412754077763,-4.54963137351002
12.625,-10.348577212363,-4.69305963955913,-4.56387179922527
12.65,-10.2583649176182,-4.70227067558286,-4.57838558271329
12.675,-10.1680403356125,-4.71182945455377,-4.59323073581121
12.7,-10.0772109637865,-4.72181091626977,-4.6084717796276
12.725,-9.98547617195093,-4.73229604807298,-4.62417969080432
12.75,-9.89243361905543,-4.74337178945609,-4.64043183714288
12.775,-9.79768620995952,-4.75513095426725,-4.65731193099832
12.8,-9.70084943382753,-4.7676722114065,-4.67491004343593
12.825,-9.60155886355284,-4.78110018503142,-4.69332274277388
12.85,-9.49947752141131,-4.79552576469956,-4.71265345228019
12.875,-9.39430273732217,-4.81106675925352,-4.73301316642043
12.9,-9.28577202840519,-4.82784909255165,-4.75452173363915
12.925,-9.17366741126386,-4.84600883501897,-4.77731001459475
12.95,-9.0578173922034,-4.86569550636409,-4.80152337676261
12.975,-8.93809563818508,-4.88707728749413,-4.82732720445908
13,-8.81441495450757,-4.91034904564465,-4.85491539912237
13.025,-8.68671463985103,-4.93574435113841,-4.88452316423681
13.05,-8.55493859239214,-4.96355267062547,-4.91644545129856
13.075,-8.41900118276767,-4.99414169851376,-4.95106131735886
13.1,-8.27873997328708,-5.02797932274493,-4.98885904114745
13.125,-8.13386605812529,-5.06563152982077,-5.0304383649388
13.15,-7.98396489089562,-5.10766159320815,-5.07641351261439
13.175,-7.82871513955988,-5.15424540437656,-5.12702390027549
13.2,-7.66867823146789,-5.20421938172929,-5.18114678224689
13.225,-7.50682788121546,-5.25376240481429,-5.23488620522711
13.25,-7.34923077022201,-5.29690470569152,-5.28199179751998
13.275,-7.20160678276306,-5.33038415744398,-5.31884917111654
13.3,-7.06431488427053,-5.35763564082809,-5.34879438308354
13.325,-6.93340257221973,-5.38508999301977,-5.37845029368757
13.35,-6.80523518352312,-5.41705568936924,-5.41236499124689
13.375,-6.67824168773219,-5.45517169303913,-5.4523348767073
13.4,-6.55208189817086,-5.49997653749083,-5.49900912890238
13.425,-6.42629942762428,-5.55198401188624,-5.55306823290199
13.45,-6.29902865407202,-5.6114789100361,-5.61516031838245
13.475,-6.16674872971011,-5.67619301805667,-5.68362678532913
13.5,-6.02879960729136,-5.7385399378404,-5.7511324788437
13.525,-5.89381928047979,-5.79241913690499,-5.81025533134677
13.55,-5.77024299636291,-5.84471180020533,-5.86544433619975
13.575,-5.65237659852865,-5.90526527252796,-5.92480419121149
13.6,-5.53091171032951,-5.96986315253475,-5.98509461574828
13.625,-5.41080378343017,-6.03128231220685,-6.04203968848146
13.65,-5.29633923315729,-6.09409298258457,-6.10014759891232
13.675,-5.18263641047545,-6.15902421963475,-6.15916847693737
13.7,-5.06835832320083,-6.21837487766077,-6.21279562520347
13.725,-4.95862043113957,-6.26763796613974,-6.25845917745951
13.75,-4.85759032275652,-6.30948527867221,-6.29905162838584
13.775,-4.7657009811183,-6.34810176077244,-6.33790748823938
13.8,-4.68172039098677,-6.38585198766887,-6.37659567583648
13.825,-4.60437546085868,-6.42348635863681,-6.41541217182836
13.85,-4.53276878879946,-6.46097725604261,-6.45412334865076
13.875,-4.46633446833327,-6.49802037875586,-6.4923518825379
13.9,-4.40472403983024,-6.53424899730838,-6.52972245567295
13.925,-4.34771966818027,-6.56931010709481,-6.56590430180085
13.95,-4.2951803620805,-6.60288538457395,-6.6006171098679
13.975,-4.24701084157217,-6.63469241107815,-6.63362616754639
14,-4.20314396283423,-6.66447983860002,-6.66473572138043
14.025,-4.16353092273621,-6.6920213886511,-6.69378327489688
14.05,-4.12813588472012,-6.71711024305371,-6.72063539434561
14.075,-4.09693312679642,-6.73955419066032,-6.74518491506221
14.1,-4.06990564112965,-6.75917152479958,-6.76734925775986
14.125,-4.04704457894048,-6.77578764886352,-6.78706950426822
14.15,-4.02834919514806,-6.78923247527642,-6.80430979826171
14.175,-4.01382709674371,-6.79933896697592,-6.81905644249083
14.2,-4.00349468564145,-6.80594361616478,-6.83131567718348
14.225,-3.99737773920573,-6.80889036012446,-6.84110844808899
14.25,-3.99551210391247,-6.80804045523193,-6.84845943706637
14.275,-3.99794449336934,-6.80329207167376,-6.85337631820677
14.3,-4.00473338173984,-6.79461419800583,-6.85581424871842
14.325,-4.01594995366947,-6.78209806167665,-6.85562188031569
14.35,-4.03167900092452,-6.76602207124061,-6.85247255478459
14.375,-4.05201954885619,-6.74690901747068,-6.84580263164127
14.4,-4.07708493175198,-6.72552879859697,-6.83480664908071
14.425,-4.10700220060922,-6.70278724776677,-6.81855399274548
14.45,-4.1419112903902,-6.67948256329336,-6.79624874144243
14.475,-4.18196500301519,-6.65601757965241,-6.76753798907179
14.5,-4.22733076875275,-6.63224229944823,-6.73267866553567
14.525,-4.27819400317376,-6.60754041785924,-6.69244000043982
14.55,-4.33476175098863,-6.58109469005046,-6.6478160690114
14.575,-4.39726542728895,-6.55215743762904,-6.59973920070894
14.6,-4.46596249521452,-6.52020459033465,-6.54892330871504
14.625,-4.54113768465797,-6.48496463069551,-6.49584171331382
14.65,-4.62310443985249,-6.44637570375475,-6.44077942868149
14.675,-4.71220705051768,-6.40452337061002,-6.38390373340645
14.7,-4.80882376116265,-6.3595872771009,-6.3253242709424
14.725,-4.91337120081397,-6.31180507529088,-6.26513538039843
14.75,-5.02631073894941,-6.26145234473658,-6.20344335371019
14.775,-5.14815790070199,-6.20883473133037,-6.14038398712746
14.8,-5.27949694796477,-6.15428915472277,-6.0761355259459
14.825,-5.42100457038448,-6.09819254796911,-6.01093130603148
14.85,-5.57349020860316,-6.04097834808997,-5.94507601810653
14.875,-5.7379676503435,-5.98316250631292,-5.8789696721442
14.9,-5.91578663540251,-5.92538117936724,-5.81314306980942
14.925,-6.10887932728521,-5.86843697165615,-5.7483032243408
14.95,-6.32021189087937,-5.8133208279078,-5.68535701394521
14.975,-6.55449525634459,-5.76105220312806,-5.62525222199962
15,-6.81857807421492,-5.71175386366132,-5.56803987175821
