Trace
Swept SA
A.16.17,N9010A
2004300000,-82.5669421093338
2010000000,-79.0154119850256
2015700000,-81.2174041264066
2021400000,-83.7906125156316
2027100000,-69.2161131458354
2032800000,-67.6271829499999
2038500000,-79.8916302322926
2044200000,-78.1625885672752
2049900000,-74.3952844089872
2055600000,-83.8841223892445
2061300000,-59.0331247838982
2067000000,-85.0316509970037
2072700000,-79.9052474796332
2078400000,-77.8868747267703
2084100000,-79.8594346458419
2089800000,-74.7865394132927
2095500000,-82.4099179609542
2101200000,-73.979287597081
2106900000,-76.4058227549782
2112600000,-73.4141651910964
2118300000,-78.0404299349045
2124000000,-69.9418622736003
2129700000,-78.305650975089
2135400000,-85.3365343327236
2141100000,-78.1294927296021
2146800000,-76.9485219231237
2152500000,-78.4388877903693
2158200000,-82.4124883670373
2163900000,-81.2898660382237
2169600000,-80.5025798373376
2175300000,-85.0662902140073
2181000000,-81.9641868887757
2186700000,-65.9154648350165
2192400000,-80.072698760161
2198100000,-77.4022206463404
2203800000,-75.6077359930492
2209500000,-79.3664326136169
2215200000,-78.8640692450202
2220900000,-75.3768364881916
2226600000,-81.2775982138079
2232300000,-82.1368975527134
2238000000,-76.950461500792
2243700000,-75.9104493091778
2249400000,-68.3709068480439
2255100000,-77.4456938263639
2260800000,-78.5281515976739
2266500000,-75.7255922541246
2272200000,-76.8493089849785
2277900000,-80.0401668227521
2283600000,-77.4677070290802
2289300000,-76.6799206427096
2295000000,-77.4774543914188
2300700000,-80.9417892210147
2306400000,-75.0141088606465
2312100000,-75.2088189374592
2317800000,-75.653968829335
2323500000,-75.1230644534169
2329200000,-76.908223367974
2334900000,-76.8682336714363
2340600000,-77.6242889730305
2346300000,-64.1984972675497
2352000000,-76.8400552702432
2357700000,-76.8714246872884
2363400000,-72.0320354757749
2369100000,-73.0322696503869
2374800000,-71.7042268036626
2380500000,-72.3826668853451
2386200000,-74.5222150025465
2391900000,-72.2054450126847
2397600000,-60.3658397700272
2403300000,-72.7366994540832
2409000000,-70.9379103237808
2414700000,-73.1806059821353
2420400000,-72.2364018443605
2426100000,-71.6847722624964
2431800000,-74.0916141893063
2437500000,-74.0837692354803
2443200000,-72.8579861113386
2448900000,-73.2956400909982
2454600000,-75.3031550547424
2460300000,-72.5048359255075
2466000000,-71.0531432658869
2471700000,-76.9086842764041
2477400000,-75.7164289584711
2483100000,-75.1999292814565
2488800000,-76.3119070712918
2494500000,-78.3073489547613
2500200000,-45.0689713841453
2505900000,-74.0543069700127
2511600000,-73.921472270072
2517300000,-73.8802587734377
2523000000,-75.9793945460818
2528700000,-76.3366013018854
2534400000,-72.619175526695
2540100000,-73.1815164465514
2545800000,-73.2133234048611
2551500000,-78.4929092751802
2557200000,-76.5198426963325
2562900000,-76.5944076966685
2568600000,-75.0122189767196
2574300000,-75.0541234151526
2580000000,-71.5383096855189
2585700000,-78.825712995447
2591400000,-78.1602615371236
2597100000,-76.282782322153
2602800000,-75.6281350500555
2608500000,-73.2824108814633
2614200000,-74.5280657390817
2619900000,-76.6323198475828
2625600000,-73.2936212892729
2631300000,-79.7915812212573
2637000000,-81.5380665170812
2642700000,-78.994768941668
2648400000,-77.5504711368393
2654100000,-72.4833192356943
2659800000,-78.775294100365
2665500000,-77.0399162725323
2671200000,-79.0273395569335
2676900000,-81.9535570255745
2682600000,-79.132899222677
2688300000,-74.2717937696438
2694000000,-82.7059459220072
2699700000,-74.7906973807272
2705400000,-81.1092101502078
2711100000,-80.5750801520195
2716800000,-76.3844242138833
2722500000,-76.6338554538135
2728200000,-81.0733742088465
2733900000,-83.5009391345153
2739600000,-82.350465835147
2745300000,-83.0293691897203
2751000000,-69.5620353082786
2756700000,-79.2284173339344
2762400000,-78.9324548608801
